species,reference_strain,reference_genome_accession,reference_identifier,reference_identifier_source,seqname,start,end,reference_feature_type,reference_gene_name,norm_pos,type
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4175,locus_tag,NC_000913.3,4403300,4404304,gene,hflC,0.2059523204238491,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4176,locus_tag,NC_000913.3,4404386,4404583,gene,yjeT,0.20624639675701667,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4177,locus_tag,NC_000913.3,4404687,4405985,gene,purA,0.20661329199173054,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4178,locus_tag,NC_000913.3,4406190,4406615,gene,nsrR,0.2070728266574056,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4179,locus_tag,NC_000913.3,4406654,4409095,gene,rnr,0.20770708359868426,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4180,locus_tag,NC_000913.3,4409275,4410006,gene,rlmB,0.20846801957578898,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4181,locus_tag,NC_000913.3,4410133,4410534,gene,yjfI,0.20876662016023606,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4182,locus_tag,NC_000913.3,4410553,4411251,gene,yjfJ,0.20901157605094048,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4183,locus_tag,NC_000913.3,4411302,4411961,gene,yjfK,0.20932590379459726,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4184,locus_tag,NC_000913.3,4411979,4412377,gene,yjfL,0.20956138030166846,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4185,locus_tag,NC_000913.3,4412387,4413025,gene,yjfM,0.20978888550886624,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4186,locus_tag,NC_000913.3,4413028,4414191,gene,yjfC,0.21017818655944048,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4187,locus_tag,NC_000913.3,4414275,4415900,gene,aidB,0.21081502878716457,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4188,locus_tag,NC_000913.3,4416017,4416292,gene,yjfN,0.21127477889337676,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4189,locus_tag,NC_000913.3,4416441,4416770,gene,bsmA,0.2114691062578582,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4190,locus_tag,NC_000913.3,4416952,4417701,gene,yjfP,0.21177977151238395,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4191,locus_tag,NC_000913.3,4417698,4418453,gene,ulaR,0.2121025014369884,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4192,locus_tag,NC_000913.3,4418561,4419625,gene,ulaG,0.21254092293002577,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4193,locus_tag,NC_000913.3,4419980,4421377,gene,ulaA,0.21322408487323047,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4194,locus_tag,NC_000913.3,4421393,4421698,gene,ulaB,0.21359765876459502,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4195,locus_tag,NC_000913.3,4421708,4422172,gene,ulaC,0.213767641348382,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4196,locus_tag,NC_000913.3,4422186,4422836,gene,ulaD,0.21401367444177202,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4197,locus_tag,NC_000913.3,4422846,4423700,gene,ulaE,0.21434200582034155,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4198,locus_tag,NC_000913.3,4423700,4424386,gene,ulaF,0.214673784247505,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4199,locus_tag,NC_000913.3,4424516,4424791,gene,yjfY,0.21493683714332742,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4200,locus_tag,NC_000913.3,4425118,4425513,gene,rpsF,0.21522208041447313,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4201,locus_tag,NC_000913.3,4425520,4425834,gene,priB,0.21537784392281023,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4202,locus_tag,NC_000913.3,4425839,4426066,gene,rpsR,0.21549655165876286,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4203,locus_tag,NC_000913.3,4426108,4426557,gene,rplI,0.21566028646697338,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4204,locus_tag,NC_000913.3,4426628,4427422,gene,yjfZ,0.21595867161088336,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4205,locus_tag,NC_000913.3,4427694,4428095,pseudogene,ytfA,0.2163333227049335,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4206,locus_tag,NC_000913.3,4428079,4428717,gene,ytfB,0.21655027132581245,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4207,locus_tag,NC_000913.3,4428935,4429555,gene,fklB,0.21691522759569223,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4208,locus_tag,NC_000913.3,4429864,4431276,gene,cycA,0.21748614501905786,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4209,locus_tag,NC_000913.3,4431321,4431983,gene,ytfE,0.21795235834138363,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4210,locus_tag,NC_000913.3,4432091,4433056,gene,ytfF,0.21834941525129414,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4211,locus_tag,NC_000913.3,4433164,4434024,gene,qorB,0.21878912938755427,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4212,locus_tag,NC_000913.3,4434113,4434493,gene,ytfH,0.21909462406918917,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4213,locus_tag,NC_000913.3,4434622,4436565,gene,cpdB,0.21965067609549357,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4214,locus_tag,NC_000913.3,4436755,4437495,gene,cysQ,0.22031057046068941,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4215,locus_tag,NC_000913.3,4437707,4438645,gene,ytfI,0.2207634264697138,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4216,locus_tag,NC_000913.3,4438708,4439262,gene,ytfJ,0.22111200925877253,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4217,locus_tag,NC_000913.3,4439587,4439793,gene,ytfK,0.22141578041611046,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4218,locus_tag,NC_000913.3,4439872,4441215,gene,paeA,0.2217835374129728,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4219,locus_tag,NC_000913.3,4441538,4442176,gene,msrA,0.2223494997039847,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4220,locus_tag,NC_000913.3,4442382,4444115,gene,tamA,0.2229490707187872,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4221,locus_tag,NC_000913.3,4444112,4447891,gene,tamB,0.22413528631616503,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4222,locus_tag,NC_000913.3,4447894,4448235,gene,ytfP,0.2250241939723185,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4224,locus_tag,NC_000913.3,4448447,4448698,gene,chpS,0.2252430815580315,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4225,locus_tag,NC_000913.3,4448692,4449042,gene,chpB,0.22536997603439465,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4226,locus_tag,NC_000913.3,4449122,4449652,gene,ppa,0.22559403419299853,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4227,locus_tag,NC_000913.3,4449962,4450918,gene,ytfQ,0.22604775196417137,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4230,locus_tag,NC_000913.3,4452571,4453596,gene,ytfT,0.22718678608392012,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4231,locus_tag,NC_000913.3,4453583,4454578,gene,yjfF,0.22761637451493563,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4232,locus_tag,NC_000913.3,4454611,4455609,gene,fbp,0.2280599665808639,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4233,locus_tag,NC_000913.3,4455785,4457158,gene,mpl,0.22864661116343923,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4234,locus_tag,NC_000913.3,4457314,4457865,gene,yjgA,0.22912833620443757,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4235,locus_tag,NC_000913.3,4457959,4459311,gene,tldE,0.22957882236755361,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4236,locus_tag,NC_000913.3,4459488,4459855,pseudogene,cybC,0.23002543060100153,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4237,locus_tag,NC_000913.3,4459900,4460364,gene,nrdG,0.23022385133568823,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4238,locus_tag,NC_000913.3,4460522,4462660,gene,nrdD,0.23085250682300182,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4239,locus_tag,NC_000913.3,4463054,4464709,gene,treC,0.23183943992354447,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4240,locus_tag,NC_000913.3,4464759,4466180,gene,treB,0.23252367906943477,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4241,locus_tag,NC_000913.3,4466299,4467246,gene,treR,0.23308511710916716,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4242,locus_tag,NC_000913.3,4467625,4470321,gene,mgtA,0.2340332709130284,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4243,locus_tag,NC_000913.3,4470527,4470913,gene,ridA,0.23478602014972255,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4244,locus_tag,NC_000913.3,4470986,4471447,gene,pyrI,0.23499995260308185,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4245,locus_tag,NC_000913.3,4471460,4472395,gene,pyrB,0.2353063090468652,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4246,locus_tag,NC_000913.3,4472399,4472533,gene,pyrL,0.2355383385053425,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4248,locus_tag,NC_000913.3,4472814,4473209,gene,yjgH,0.23577338413133944,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4249,locus_tag,NC_000913.3,4473340,4474053,gene,bdcA,0.23606853766719263,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4251,locus_tag,NC_000913.3,4474124,4474717,gene,bdcR,0.2363804955649411,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4252,locus_tag,NC_000913.3,4474862,4475314,gene,tabA,0.23666810868199512,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4253,locus_tag,NC_000913.3,4475437,4477251,gene,yjgL,0.23720929531123833,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4254,locus_tag,NC_000913.3,4477307,4478311,gene,argI,0.23784053608499733,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4255,locus_tag,NC_000913.3,4478473,4478889,gene,rraB,0.23821626438173304,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4256,locus_tag,NC_000913.3,4479034,4479537,gene,yjgM,0.23847673199111005,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4257,locus_tag,NC_000913.3,4479730,4480926,gene,yjgN,0.23892592551100342,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4258,locus_tag,NC_000913.3,4480982,4483837,gene,valS,0.23982280446703028,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4259,locus_tag,NC_000913.3,4483837,4484280,gene,holC,0.2405333273584491,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4260,locus_tag,NC_000913.3,4484440,4485951,gene,pepA,0.24102323913985796,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4261,locus_tag,NC_000913.3,4486218,4487318,gene,lptF,0.24170079962909757,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4262,locus_tag,NC_000913.3,4487318,4488400,gene,lptG,0.24217089088109148,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4263,locus_tag,NC_000913.3,4488561,4490063,gene,yjgR,0.2427969610819596,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4264,locus_tag,NC_000913.3,4490141,4491139,gene,idnR,0.24336917114854797,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4265,locus_tag,NC_000913.3,4491206,4492525,gene,idnT,0.24389721590502692,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4266,locus_tag,NC_000913.3,4492587,4493351,gene,idnO,0.2443726931704488,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4267,locus_tag,NC_000913.3,4493375,4494406,gene,idnD,0.2447697500803593,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4268,locus_tag,NC_000913.3,4494623,4495186,gene,idnK,0.24520666348963688,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4269,locus_tag,NC_000913.3,4495190,4496209,gene,ahr,0.24554921394365628,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4270,locus_tag,NC_000913.3,4496405,4496489,gene,leuX,0.24587129754664935,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4271,locus_tag,NC_000913.3,4496750,4497940,pseudogene,intB,0.24625822875131526,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4272,locus_tag,NC_000913.3,4498272,4498637,gene,insC6,0.2467362913031826,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4273,locus_tag,NC_000913.3,4498595,4499500,gene,insD6,0.24699180378020585,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4277,locus_tag,NC_000913.3,4501260,4501589,gene,yjgZ,0.2480160080936701,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4278,locus_tag,NC_000913.3,4502103,4503431,gene,insG,0.24859446593583492,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4279,locus_tag,NC_000913.3,4504058,4505275,gene,nanX,0.24941292453635042,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4280,locus_tag,NC_000913.3,4505287,4506405,gene,nanY,0.2499211487634144,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4281,locus_tag,NC_000913.3,4506626,4506856,pseudogene,yjhD,0.2503067873248576,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4282,locus_tag,NC_000913.3,4506861,4507109,pseudogene,yjhE,0.25041192230697173,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4284,locus_tag,NC_000913.3,4507466,4508617,gene,insI3,0.2508671481619044,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4286,locus_tag,NC_000913.3,4509804,4510133,pseudogene,yjhV,0.25169745599196147,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4287,locus_tag,NC_000913.3,4510690,4511457,gene,fecE,0.2521735795789947,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4288,locus_tag,NC_000913.3,4511458,4512414,gene,fecD,0.2525452145055252,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4289,locus_tag,NC_000913.3,4512411,4513409,gene,fecC,0.2529648926718332,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4290,locus_tag,NC_000913.3,4513406,4514308,gene,fecB,0.2533729370491368,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4291,locus_tag,NC_000913.3,4514353,4516677,gene,fecA,0.2540873378702238,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4292,locus_tag,NC_000913.3,4516764,4517717,gene,fecR,0.25483082316382183,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4293,locus_tag,NC_000913.3,4517714,4518235,gene,fecI,0.2551470898723127,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4294,locus_tag,NC_000913.3,4518527,4518802,gene,insA7,0.25544439781353706,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4295,locus_tag,NC_000913.3,4519338,4520324,gene,yjhU,0.255947020586636,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4296,locus_tag,NC_000913.3,4520671,4522020,gene,yjhF,0.25659958997356974,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4297,locus_tag,NC_000913.3,4522127,4524094,gene,yjhG,0.2573600950696002,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4298,locus_tag,NC_000913.3,4524105,4525010,gene,yjhH,0.25798357998402294,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4299,locus_tag,NC_000913.3,4525015,4525803,gene,yjhI,0.2583504752187368,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4300,locus_tag,NC_000913.3,4526106,4526888,gene,sgcR,0.25881927382750797,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4301,locus_tag,NC_000913.3,4526905,4527537,gene,sgcE,0.25913123172525643,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4302,locus_tag,NC_000913.3,4527549,4527980,gene,sgcA,0.2593654155891049,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4303,locus_tag,NC_000913.3,4528111,4528917,gene,sgcQ,0.25968836095424647,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4304,locus_tag,NC_000913.3,4528930,4530243,gene,sgcC,0.26015048090636694,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4305,locus_tag,NC_000913.3,4530530,4531651,gene,sgcX,0.26079852604202125,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4306,locus_tag,NC_000913.3,4532437,4533183,gene,yjhP,0.26153942604917385,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4307,locus_tag,NC_000913.3,4533239,4533784,gene,yjhQ,0.26184168912275196,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4308,locus_tag,NC_000913.3,4535015,4536031,pseudogene,yjhR,0.2627084064035822,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4309,locus_tag,NC_000913.3,4536614,4537594,gene,nanS,0.2633896293819528,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4310,locus_tag,NC_000913.3,4537659,4538765,gene,nanM,0.26386704561220875,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4311,locus_tag,NC_000913.3,4538785,4539501,gene,nanC,0.26426819589232453,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4312,locus_tag,NC_000913.3,4540957,4541559,gene,fimB,0.2651795093643384,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4313,locus_tag,NC_000913.3,4542037,4542633,gene,fimE,0.26564356828129293,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4314,locus_tag,NC_000913.3,4543115,4543663,gene,fimA,0.26609771693354006,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4315,locus_tag,NC_000913.3,4543728,4544267,gene,fimI,0.266359908067214,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4316,locus_tag,NC_000913.3,4544304,4545029,gene,fimC,0.2666481675058794,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4317,locus_tag,NC_000913.3,4545096,4547732,gene,fimD,0.2674011321831107,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4318,locus_tag,NC_000913.3,4547742,4548272,gene,fimF,0.26808752573437217,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4319,locus_tag,NC_000913.3,4548285,4548788,gene,fimG,0.2683156772631813,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4320,locus_tag,NC_000913.3,4548808,4549710,gene,fimH,0.2686269888393184,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4321,locus_tag,NC_000913.3,4549953,4551296,gene,gntP,0.2692153569461907,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4322,locus_tag,NC_000913.3,4551636,4552820,gene,uxuA,0.2699062747487317,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4323,locus_tag,NC_000913.3,4552901,4554361,gene,uxuB,0.2705108008958879,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4324,locus_tag,NC_000913.3,4554576,4555349,gene,uxuR,0.27108451904623615,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4325,locus_tag,NC_000913.3,4555490,4556320,gene,yjiC,0.27149062445870564,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4326,locus_tag,NC_000913.3,4556993,4557385,gene,iraD,0.2720438757580275,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4327,locus_tag,NC_000913.3,4557378,4558289,gene,hypT,0.27232157861037404,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4328,locus_tag,NC_000913.3,4558354,4559526,gene,iadA,0.2727983485190187,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4329,locus_tag,NC_000913.3,4559539,4560000,gene,yjiG,0.27315576437009925,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4330,locus_tag,NC_000913.3,4559997,4560680,gene,yjiH,0.27340093570134083,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4331,locus_tag,NC_000913.3,4560930,4561484,gene,kptA,0.2737751559143167,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4332,locus_tag,NC_000913.3,4561497,4562675,gene,yjiJ,0.2741539003785721,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4333,locus_tag,NC_000913.3,4562743,4563603,gene,yjiK,0.27462226810626905,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4334,locus_tag,NC_000913.3,4563922,4564689,gene,yjiL,0.27511024092284386,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4335,locus_tag,NC_000913.3,4564699,4565850,gene,yjiM,0.2755277646837807,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4336,locus_tag,NC_000913.3,4565966,4567246,gene,yjiN,0.2761014828341289,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4337,locus_tag,NC_000913.3,4567287,4568519,gene,mdtM,0.2766603355874159,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4340,locus_tag,NC_000913.3,4570162,4571574,gene,yjiR,0.2779378979725322,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4341,locus_tag,NC_000913.3,4571751,4571915,gene,yjiS,0.2783536982091721,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4342,locus_tag,NC_000913.3,4572414,4573931,gene,yjiT,0.2789308634081142,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4345,locus_tag,NC_000913.3,4576912,4577958,gene,mcrC,0.2807674939870546,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4346,locus_tag,NC_000913.3,4577958,4579337,gene,mcrB,0.28128993728956847,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4347,locus_tag,NC_000913.3,4579499,4579840,gene,symE,0.2817302977474399,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4348,locus_tag,NC_000913.3,4580068,4581462,gene,hsdS,0.2822023279642679,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4349,locus_tag,NC_000913.3,4581459,4583048,gene,hsdM,0.2828436944432715,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4350,locus_tag,NC_000913.3,4583249,4586761,gene,hsdR,0.28402926371903797,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4351,locus_tag,NC_000913.3,4586949,4587863,gene,mrr,0.28506380917828394,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4352,locus_tag,NC_000913.3,4587909,4588865,gene,yjiA,0.28548650351211163,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4353,locus_tag,NC_000913.3,4588876,4589079,gene,yjiX,0.2857409387864493,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4354,locus_tag,NC_000913.3,4589129,4591279,gene,btsT,0.2862694144240025,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4355,locus_tag,NC_000913.3,4591657,4593312,gene,tsr,0.2872520387138028,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4356,locus_tag,NC_000913.3,4593361,4594722,gene,lgoT,0.2879229205463917,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4357,locus_tag,NC_000913.3,4594937,4595851,gene,lgoR,0.28850568719929887,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4358,locus_tag,NC_000913.3,4595990,4597012,gene,lgoD,0.2889826725484806,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4359,locus_tag,NC_000913.3,4597150,4599441,gene,opgB,0.28975588863620105,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4360,locus_tag,NC_000913.3,4599695,4600189,gene,yjjA,0.2904653343249343,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4361,locus_tag,NC_000913.3,4600238,4600975,gene,dnaC,0.29075165479876564,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4362,locus_tag,NC_000913.3,4600978,4601517,gene,dnaT,0.29102784956735234,oriC
